PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME,CARRIER_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DEST_LATITUDE,DEST_LONGITUDE
465881,436530497,"United Air Lines Inc.-Orlando, FL-Newark, NJ Total Total",United Air Lines Inc.,"Orlando, FL","Newark, NJ",28.5421109,-81.3790304,40.735657,-74.1723667
465663,322100379,"Delta Air Lines Inc.-Houston, TX-Atlanta, GA Total Total",Delta Air Lines Inc.,"Houston, TX","Atlanta, GA",29.7589382,-95.3676974,33.7544657,-84.3898151
461607,987377373,"Delta Air Lines Inc.-Atlanta, GA-San Francisco, CA Total Total",Delta Air Lines Inc.,"Atlanta, GA","San Francisco, CA",33.7544657,-84.3898151,37.7792588,-122.4193286
456647,274901494,"Southwest Airlines Co.-Denver, CO-Phoenix, AZ Total Total",Southwest Airlines Co.,"Denver, CO","Phoenix, AZ",39.7392364,-104.984862,33.4484367,-112.074141
454751,273760102,"Southwest Airlines Co.-Phoenix, AZ-Denver, CO Total Total",Southwest Airlines Co.,"Phoenix, AZ","Denver, CO",33.4484367,-112.074141,39.7392364,-104.984862
454238,439248146,"United Air Lines Inc.-San Francisco, CA-Denver, CO Total Total",United Air Lines Inc.,"San Francisco, CA","Denver, CO",37.7792588,-122.4193286,39.7392364,-104.984862
451782,966361698,"Delta Air Lines Inc.-San Francisco, CA-Atlanta, GA Total Total",Delta Air Lines Inc.,"San Francisco, CA","Atlanta, GA",37.7792588,-122.4193286,33.7544657,-84.3898151
443733,266580017,"United Air Lines Inc.-Chicago, IL-Washington, DC Total Total",United Air Lines Inc.,"Chicago, IL","Washington, DC",41.8755616,-87.6244212,38.8950368,-77.0365427
441084,94391976,"Delta Air Lines Inc.-Nashville, TN-Atlanta, GA Total Total",Delta Air Lines Inc.,"Nashville, TN","Atlanta, GA",36.1622767,-86.7742984,33.7544657,-84.3898151
439669,316122011,"United Air Lines Inc.-Chicago, IL-Newark, NJ Total Total",United Air Lines Inc.,"Chicago, IL","Newark, NJ",41.8755616,-87.6244212,40.735657,-74.1723667
435526,93202564,"Delta Air Lines Inc.-Atlanta, GA-Nashville, TN Total Total",Delta Air Lines Inc.,"Atlanta, GA","Nashville, TN",33.7544657,-84.3898151,36.1622767,-86.7742984
433926,406154736,"American Airlines Inc.-Charlotte, NC-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Charlotte, NC","Dallas/Fort Worth, TX",35.2272086,-80.8430827,32.8369894,-97.033926
430515,258833981,"United Air Lines Inc.-Washington, DC-Chicago, IL Total Total",United Air Lines Inc.,"Washington, DC","Chicago, IL",38.8950368,-77.0365427,41.8755616,-87.6244212
428340,651505140,"Southwest Airlines Co.-Las Vegas, NV-Chicago, IL Total Total",Southwest Airlines Co.,"Las Vegas, NV","Chicago, IL",36.1674263,-115.1484131,41.8755616,-87.6244212
428071,934050922,"Delta Air Lines Inc.-Seattle, WA-Atlanta, GA Total Total",Delta Air Lines Inc.,"Seattle, WA","Atlanta, GA",47.6038321,-122.330062,33.7544657,-84.3898151
427424,400068864,"American Airlines Inc.-Dallas/Fort Worth, TX-Charlotte, NC Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",32.8369894,-97.033926,35.2272086,-80.8430827
426895,931484890,"Delta Air Lines Inc.-Atlanta, GA-Seattle, WA Total Total",Delta Air Lines Inc.,"Atlanta, GA","Seattle, WA",33.7544657,-84.3898151,47.6038321,-122.330062
426738,306824622,"United Air Lines Inc.-Newark, NJ-Chicago, IL Total Total",United Air Lines Inc.,"Newark, NJ","Chicago, IL",40.735657,-74.1723667,41.8755616,-87.6244212
425914,231185383,"American Airlines Inc.-Charlotte, NC-New York, NY Total Total",American Airlines Inc.,"Charlotte, NC","New York, NY",35.2272086,-80.8430827,40.7127281,-74.0060152
425853,369214551,"American Airlines Inc.-Chicago, IL-Boston, MA Total Total",American Airlines Inc.,"Chicago, IL","Boston, MA",41.8755616,-87.6244212,42.3554334,-71.060511
425484,510155316,"Delta Air Lines Inc.-Atlanta, GA-Denver, CO Total Total",Delta Air Lines Inc.,"Atlanta, GA","Denver, CO",33.7544657,-84.3898151,39.7392364,-104.984862
425243,509866357,"Delta Air Lines Inc.-Denver, CO-Atlanta, GA Total Total",Delta Air Lines Inc.,"Denver, CO","Atlanta, GA",39.7392364,-104.984862,33.7544657,-84.3898151
424318,230333560,"American Airlines Inc.-New York, NY-Charlotte, NC Total Total",American Airlines Inc.,"New York, NY","Charlotte, NC",40.7127281,-74.0060152,35.2272086,-80.8430827
422346,508926930,"American Airlines Inc.-Dallas/Fort Worth, TX-Santa Ana, CA Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Santa Ana, CA",32.8369894,-97.033926,33.7494951,-117.873221
420677,639849717,"Southwest Airlines Co.-Chicago, IL-Las Vegas, NV Total Total",Southwest Airlines Co.,"Chicago, IL","Las Vegas, NV",41.8755616,-87.6244212,36.1674263,-115.1484131
420558,364623786,"Alaska Airlines Inc.-Seattle, WA-Las Vegas, NV Total Total",Alaska Airlines Inc.,"Seattle, WA","Las Vegas, NV",47.6038321,-122.330062,36.1674263,-115.1484131
419900,697034000,"American Airlines Inc.-Seattle, WA-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Seattle, WA","Dallas/Fort Worth, TX",47.6038321,-122.330062,32.8369894,-97.033926
419392,505367360,"American Airlines Inc.-Santa Ana, CA-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Santa Ana, CA","Dallas/Fort Worth, TX",33.7494951,-117.873221,32.8369894,-97.033926
419362,139228184,"Delta Air Lines Inc.-Atlanta, GA-Memphis, TN Total Total",Delta Air Lines Inc.,"Atlanta, GA","Memphis, TN",33.7544657,-84.3898151,35.1460249,-90.0517638
417945,386599125,"Southwest Airlines Co.-Baltimore, MD-Fort Lauderdale, FL Total Total",Southwest Airlines Co.,"Baltimore, MD","Fort Lauderdale, FL",39.2908816,-76.610759,26.1223084,-80.1433786
417901,693715660,"American Airlines Inc.-Dallas/Fort Worth, TX-Seattle, WA Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Seattle, WA",32.8369894,-97.033926,47.6038321,-122.330062
417465,361942155,"American Airlines Inc.-Boston, MA-Chicago, IL Total Total",American Airlines Inc.,"Boston, MA","Chicago, IL",42.3554334,-71.060511,41.8755616,-87.6244212
417169,385881325,"Southwest Airlines Co.-Fort Lauderdale, FL-Baltimore, MD Total Total",Southwest Airlines Co.,"Fort Lauderdale, FL","Baltimore, MD",26.1223084,-80.1433786,39.2908816,-76.610759
416724,499989576,"United Air Lines Inc.-Houston, TX-Washington, DC Total Total",United Air Lines Inc.,"Houston, TX","Washington, DC",29.7589382,-95.3676974,38.8950368,-77.0365427
416319,138217908,"Delta Air Lines Inc.-Memphis, TN-Atlanta, GA Total Total",Delta Air Lines Inc.,"Memphis, TN","Atlanta, GA",35.1460249,-90.0517638,33.7544657,-84.3898151
415590,498554706,"United Air Lines Inc.-Washington, DC-Houston, TX Total Total",United Air Lines Inc.,"Washington, DC","Houston, TX",38.8950368,-77.0365427,29.7589382,-95.3676974
415002,326606574,"Southwest Airlines Co.-Orlando, FL-Baltimore, MD Total Total",Southwest Airlines Co.,"Orlando, FL","Baltimore, MD",28.5421109,-81.3790304,39.2908816,-76.610759
414464,359340288,"Alaska Airlines Inc.-Las Vegas, NV-Seattle, WA Total Total",Alaska Airlines Inc.,"Las Vegas, NV","Seattle, WA",36.1674263,-115.1484131,47.6038321,-122.330062
413275,325247425,"Southwest Airlines Co.-Baltimore, MD-Orlando, FL Total Total",Southwest Airlines Co.,"Baltimore, MD","Orlando, FL",39.2908816,-76.610759,28.5421109,-81.3790304
411321,631377735,"Delta Air Lines Inc.-Minneapolis, MN-Los Angeles, CA Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Los Angeles, CA",44.9772995,-93.2654692,34.0536909,-118.242766
409698,106111782,"Delta Air Lines Inc.-Charleston, SC-Atlanta, GA Total Total",Delta Air Lines Inc.,"Charleston, SC","Atlanta, GA",32.7884363,-79.9399309,33.7544657,-84.3898151
407483,303982318,"Delta Air Lines Inc.-Atlanta, GA-Newark, NJ Total Total",Delta Air Lines Inc.,"Atlanta, GA","Newark, NJ",33.7544657,-84.3898151,40.735657,-74.1723667
406257,2782454193,"Emirates-Dubai, United Arab Emirates-New York, NY Total Total",Emirates,"Dubai, United Arab Emirates","New York, NY",25.0742823,55.1885387,40.7127281,-74.0060152
405438,105008442,"Delta Air Lines Inc.-Atlanta, GA-Charleston, SC Total Total",Delta Air Lines Inc.,"Atlanta, GA","Charleston, SC",33.7544657,-84.3898151,32.7884363,-79.9399309
404051,104245158,"Southwest Airlines Co.-Las Vegas, NV-San Diego, CA Total Total",Southwest Airlines Co.,"Las Vegas, NV","San Diego, CA",36.1674263,-115.1484131,32.7174202,-117.162772
403418,619246630,"Delta Air Lines Inc.-Los Angeles, CA-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Los Angeles, CA","Minneapolis, MN",34.0536909,-118.242766,44.9772995,-93.2654692
402984,300626064,"Delta Air Lines Inc.-Newark, NJ-Atlanta, GA Total Total",Delta Air Lines Inc.,"Newark, NJ","Atlanta, GA",40.735657,-74.1723667,33.7544657,-84.3898151
402911,440479080,"Delta Air Lines Inc.-New York, NY-Miami, FL Total Total",Delta Air Lines Inc.,"New York, NY","Miami, FL",40.7127281,-74.0060152,25.7741728,-80.19362
402624,103876992,"Southwest Airlines Co.-San Diego, CA-Las Vegas, NV Total Total",Southwest Airlines Co.,"San Diego, CA","Las Vegas, NV",32.7174202,-117.162772,36.1674263,-115.1484131
401677,130545025,"Southwest Airlines Co.-Oakland, CA-Burbank, CA Total Total",Southwest Airlines Co.,"Oakland, CA","Burbank, CA",37.8044557,-122.271356,34.1812089,-118.307201
400845,173165040,"Delta Air Lines Inc.-Indianapolis, IN-Atlanta, GA Total Total",Delta Air Lines Inc.,"Indianapolis, IN","Atlanta, GA",39.7683331,-86.1583502,33.7544657,-84.3898151
399227,129748775,"Southwest Airlines Co.-Burbank, CA-Oakland, CA Total Total",Southwest Airlines Co.,"Burbank, CA","Oakland, CA",34.1812089,-118.307201,37.8044557,-122.271356
398841,172299312,"Delta Air Lines Inc.-Atlanta, GA-Indianapolis, IN Total Total",Delta Air Lines Inc.,"Atlanta, GA","Indianapolis, IN",33.7544657,-84.3898151,39.7683331,-86.1583502
398314,1374581614,"Virgin Atlantic Airways-London, United Kingdom-New York, NY Total Total",Virgin Atlantic Airways,"London, United Kingdom","New York, NY",51.4893335,-0.1440551,40.7127281,-74.0060152
395996,93455056,"Southwest Airlines Co.-Los Angeles, CA-Las Vegas, NV Total Total",Southwest Airlines Co.,"Los Angeles, CA","Las Vegas, NV",34.0536909,-118.242766,36.1674263,-115.1484131
395861,432793020,"Delta Air Lines Inc.-Miami, FL-New York, NY Total Total",Delta Air Lines Inc.,"Miami, FL","New York, NY",25.7741728,-80.19362,40.7127281,-74.0060152
395080,412858600,"American Airlines Inc.-San Juan, PR-Miami, FL Total Total",American Airlines Inc.,"San Juan, PR","Miami, FL",18.384239,-66.05344,25.7741728,-80.19362
395035,552653965,"Delta Air Lines Inc.-Minneapolis, MN-Seattle, WA Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Seattle, WA",44.9772995,-93.2654692,47.6038321,-122.330062
394699,288524969,"American Airlines Inc.-Atlanta, GA-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Atlanta, GA","Dallas/Fort Worth, TX",33.7544657,-84.3898151,32.8369894,-97.033926
393755,92926180,"Southwest Airlines Co.-Las Vegas, NV-Los Angeles, CA Total Total",Southwest Airlines Co.,"Las Vegas, NV","Los Angeles, CA",36.1674263,-115.1484131,34.0536909,-118.242766
391701,2682760149,"Emirates-New York, NY-Dubai, United Arab Emirates Total Total",Emirates,"New York, NY","Dubai, United Arab Emirates",40.7127281,-74.0060152,25.0742823,55.1885387
391519,337489378,"United Air Lines Inc.-Denver, CO-Los Angeles, CA Total Total",United Air Lines Inc.,"Denver, CO","Los Angeles, CA",39.7392364,-104.984862,34.0536909,-118.242766
391361,337353182,"United Air Lines Inc.-Los Angeles, CA-Denver, CO Total Total",United Air Lines Inc.,"Los Angeles, CA","Denver, CO",34.0536909,-118.242766,39.7392364,-104.984862
390237,285263247,"American Airlines Inc.-Dallas/Fort Worth, TX-Atlanta, GA Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Atlanta, GA",32.8369894,-97.033926,33.7544657,-84.3898151
390049,1346059099,"Virgin Atlantic Airways-New York, NY-London, United Kingdom Total Total",Virgin Atlantic Airways,"New York, NY","London, United Kingdom",40.7127281,-74.0060152,51.4893335,-0.1440551
389492,348595340,"Southwest Airlines Co.-Chicago, IL-Denver, CO Total Total",Southwest Airlines Co.,"Chicago, IL","Denver, CO",41.8755616,-87.6244212,39.7392364,-104.984862
388197,405665865,"American Airlines Inc.-Miami, FL-San Juan, PR Total Total",American Airlines Inc.,"Miami, FL","San Juan, PR",25.7741728,-80.19362,18.384239,-66.05344
388071,268544516,"Delta Air Lines Inc.-Atlanta, GA-Kansas City, MO Total Total",Delta Air Lines Inc.,"Atlanta, GA","Kansas City, MO",33.7544657,-84.3898151,39.100105,-94.5781416
388047,186650607,"Delta Air Lines Inc.-Richmond, VA-Atlanta, GA Total Total",Delta Air Lines Inc.,"Richmond, VA","Atlanta, GA",37.5385087,-77.43428,33.7544657,-84.3898151
386783,172505218,"Southwest Airlines Co.-San Diego, CA-Oakland, CA Total Total",Southwest Airlines Co.,"San Diego, CA","Oakland, CA",32.7174202,-117.162772,37.8044557,-122.271356
386726,370096782,"Delta Air Lines Inc.-Detroit, MI-Orlando, FL Total Total",Delta Air Lines Inc.,"Detroit, MI","Orlando, FL",42.3315509,-83.0466403,28.5421109,-81.3790304
385490,186577160,"Delta Air Lines Inc.-St. Louis, MO-Atlanta, GA Total Total",Delta Air Lines Inc.,"St. Louis, MO","Atlanta, GA",38.6280278,-90.1910154,33.7544657,-84.3898151
385332,484747656,"American Airlines Inc.-Miami, FL-Boston, MA Total Total",American Airlines Inc.,"Miami, FL","Boston, MA",25.7741728,-80.19362,42.3554334,-71.060511
384983,560199828,"United Air Lines Inc.-Denver, CO-Washington, DC Total Total",United Air Lines Inc.,"Denver, CO","Washington, DC",39.7392364,-104.984862,38.8950368,-77.0365427
384205,265869860,"Delta Air Lines Inc.-Kansas City, MO-Atlanta, GA Total Total",Delta Air Lines Inc.,"Kansas City, MO","Atlanta, GA",39.100105,-94.5781416,33.7544657,-84.3898151
384185,537474764,"Delta Air Lines Inc.-Seattle, WA-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Seattle, WA","Minneapolis, MN",47.6038321,-122.330062,44.9772995,-93.2654692
384169,184785289,"Delta Air Lines Inc.-Atlanta, GA-Richmond, VA Total Total",Delta Air Lines Inc.,"Atlanta, GA","Richmond, VA",33.7544657,-84.3898151,37.5385087,-77.43428
384009,185859149,"Delta Air Lines Inc.-Atlanta, GA-St. Louis, MO Total Total",Delta Air Lines Inc.,"Atlanta, GA","St. Louis, MO",33.7544657,-84.3898151,38.6280278,-90.1910154
383748,558441624,"United Air Lines Inc.-Washington, DC-Denver, CO Total Total",United Air Lines Inc.,"Washington, DC","Denver, CO",38.8950368,-77.0365427,39.7392364,-104.984862
383021,947976975,"JetBlue Airways-Los Angeles, CA-New York, NY Total Total",JetBlue Airways,"Los Angeles, CA","New York, NY",34.0536909,-118.242766,40.7127281,-74.0060152
381665,365253405,"Delta Air Lines Inc.-Orlando, FL-Detroit, MI Total Total",Delta Air Lines Inc.,"Orlando, FL","Detroit, MI",28.5421109,-81.3790304,42.3315509,-83.0466403
380623,340657585,"Southwest Airlines Co.-Denver, CO-Chicago, IL Total Total",Southwest Airlines Co.,"Denver, CO","Chicago, IL",39.7392364,-104.984862,41.8755616,-87.6244212
380205,324695070,"United Air Lines Inc.-Orlando, FL-Houston, TX Total Total",United Air Lines Inc.,"Orlando, FL","Houston, TX",28.5421109,-81.3790304,29.7589382,-95.3676974
378939,937874025,"JetBlue Airways-New York, NY-Los Angeles, CA Total Total",JetBlue Airways,"New York, NY","Los Angeles, CA",40.7127281,-74.0060152,34.0536909,-118.242766
378702,127622574,"Southwest Airlines Co.-Los Angeles, CA-Oakland, CA Total Total",Southwest Airlines Co.,"Los Angeles, CA","Oakland, CA",34.0536909,-118.242766,37.8044557,-122.271356
378683,387141216,"Delta Air Lines Inc.-New York, NY-Minneapolis, MN Total Total",Delta Air Lines Inc.,"New York, NY","Minneapolis, MN",40.7127281,-74.0060152,44.9772995,-93.2654692
378302,386732886,"Delta Air Lines Inc.-Minneapolis, MN-New York, NY Total Total",Delta Air Lines Inc.,"Minneapolis, MN","New York, NY",44.9772995,-93.2654692,40.7127281,-74.0060152
377267,50553778,"Delta Air Lines Inc.-Birmingham, AL-Atlanta, GA Total Total",Delta Air Lines Inc.,"Birmingham, AL","Atlanta, GA",33.5206824,-86.8024326,33.7544657,-84.3898151
376549,167940854,"Southwest Airlines Co.-Oakland, CA-San Diego, CA Total Total",Southwest Airlines Co.,"Oakland, CA","San Diego, CA",37.8044557,-122.271356,32.7174202,-117.162772
376464,126868368,"Southwest Airlines Co.-Oakland, CA-Los Angeles, CA Total Total",Southwest Airlines Co.,"Oakland, CA","Los Angeles, CA",37.8044557,-122.271356,34.0536909,-118.242766
375878,472854524,"American Airlines Inc.-Boston, MA-Miami, FL Total Total",American Airlines Inc.,"Boston, MA","Miami, FL",42.3554334,-71.060511,25.7741728,-80.19362
375853,1016306512,"United Air Lines Inc.-San Francisco, CA-Boston, MA Total Total",United Air Lines Inc.,"San Francisco, CA","Boston, MA",37.7792588,-122.4193286,42.3554334,-71.060511
375072,95643360,"Southwest Airlines Co.-Las Vegas, NV-Phoenix, AZ Total Total",Southwest Airlines Co.,"Las Vegas, NV","Phoenix, AZ",36.1674263,-115.1484131,33.4484367,-112.074141
374385,926601423,"American Airlines Inc.-Los Angeles, CA-New York, NY Total Total",American Airlines Inc.,"Los Angeles, CA","New York, NY",34.0536909,-118.242766,40.7127281,-74.0060152
374141,925996743,"American Airlines Inc.-New York, NY-Los Angeles, CA Total Total",American Airlines Inc.,"New York, NY","Los Angeles, CA",40.7127281,-74.0060152,34.0536909,-118.242766
373568,113564672,"Southwest Airlines Co.-San Diego, CA-Phoenix, AZ Total Total",Southwest Airlines Co.,"San Diego, CA","Phoenix, AZ",32.7174202,-117.162772,33.4484367,-112.074141
373362,318851148,"United Air Lines Inc.-Houston, TX-Orlando, FL Total Total",United Air Lines Inc.,"Houston, TX","Orlando, FL",29.7589382,-95.3676974,28.5421109,-81.3790304
372913,125671681,"Virgin America-Los Angeles, CA-San Francisco, CA Total Total",Virgin America,"Los Angeles, CA","San Francisco, CA",34.0536909,-118.242766,37.7792588,-122.4193286
372369,383924194,"JetBlue Airways-New York, NY-West Palm Beach/Palm Beach, FL Total Total",JetBlue Airways,"New York, NY","West Palm Beach/Palm Beach, FL",40.7127281,-74.0060152,26.715364,-80.0532942
372110,49862740,"Delta Air Lines Inc.-Atlanta, GA-Birmingham, AL Total Total",Delta Air Lines Inc.,"Atlanta, GA","Birmingham, AL",33.7544657,-84.3898151,33.5206824,-86.8024326
371764,153910296,"United Air Lines Inc.-Las Vegas, NV-San Francisco, CA Total Total",United Air Lines Inc.,"Las Vegas, NV","San Francisco, CA",36.1674263,-115.1484131,37.7792588,-122.4193286
371688,94780440,"Southwest Airlines Co.-Phoenix, AZ-Las Vegas, NV Total Total",Southwest Airlines Co.,"Phoenix, AZ","Las Vegas, NV",33.4484367,-112.074141,36.1674263,-115.1484131
371152,1003595008,"United Air Lines Inc.-Boston, MA-San Francisco, CA Total Total",United Air Lines Inc.,"Boston, MA","San Francisco, CA",42.3554334,-71.060511,37.7792588,-122.4193286
370477,381956083,"JetBlue Airways-West Palm Beach/Palm Beach, FL-New York, NY Total Total",JetBlue Airways,"West Palm Beach/Palm Beach, FL","New York, NY",26.715364,-80.0532942,40.7127281,-74.0060152
369669,190749204,"Delta Air Lines Inc.-Atlanta, GA-Norfolk, VA Total Total",Delta Air Lines Inc.,"Atlanta, GA","Norfolk, VA",33.7544657,-84.3898151,36.8493695,-76.2899539
368215,78798010,"Delta Air Lines Inc.-Atlanta, GA-Savannah, GA Total Total",Delta Air Lines Inc.,"Atlanta, GA","Savannah, GA",33.7544657,-84.3898151,32.0790074,-81.0921335
367855,111827920,"Southwest Airlines Co.-Phoenix, AZ-San Diego, CA Total Total",Southwest Airlines Co.,"Phoenix, AZ","San Diego, CA",33.4484367,-112.074141,32.7174202,-117.162772
367226,193895328,"Delta Air Lines Inc.-Minneapolis, MN-Detroit, MI Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Detroit, MI",44.9772995,-93.2654692,42.3315509,-83.0466403
